synthetic_id,class_label,is_processed_valid,reason_skipped,num_blade_coords,num_vein_coords,file_blade_mask,file_blade_ect,file_vein_mask,file_vein_ect,file_combined_viz_blade_on_ect,file_combined_viz_vein_on_ect,file_transformed_blade_coords,file_transformed_vein_coords
synthetic_leaf_00442,wild,True,,456,1216,blade_masks/synthetic_leaf_00442_blade_mask.png,blade_ects/synthetic_leaf_00442_blade_ect.png,vein_masks/synthetic_leaf_00442_vein_mask.png,vein_ects/synthetic_leaf_00442_vein_ect.png,combined_viz/synthetic_leaf_00442_combined_blade.png,combined_viz/synthetic_leaf_00442_combined_vein.png,transformed_coords/synthetic_leaf_00442_blade_coords.npy,transformed_coords/synthetic_leaf_00442_vein_coords.npy
synthetic_leaf_00443,wild,True,,456,1216,blade_masks/synthetic_leaf_00443_blade_mask.png,blade_ects/synthetic_leaf_00443_blade_ect.png,vein_masks/synthetic_leaf_00443_vein_mask.png,vein_ects/synthetic_leaf_00443_vein_ect.png,combined_viz/synthetic_leaf_00443_combined_blade.png,combined_viz/synthetic_leaf_00443_combined_vein.png,transformed_coords/synthetic_leaf_00443_blade_coords.npy,transformed_coords/synthetic_leaf_00443_vein_coords.npy
synthetic_leaf_00444,wild,True,,456,1216,blade_masks/synthetic_leaf_00444_blade_mask.png,blade_ects/synthetic_leaf_00444_blade_ect.png,vein_masks/synthetic_leaf_00444_vein_mask.png,vein_ects/synthetic_leaf_00444_vein_ect.png,combined_viz/synthetic_leaf_00444_combined_blade.png,combined_viz/synthetic_leaf_00444_combined_vein.png,transformed_coords/synthetic_leaf_00444_blade_coords.npy,transformed_coords/synthetic_leaf_00444_vein_coords.npy
synthetic_leaf_00445,wild,True,,456,1216,blade_masks/synthetic_leaf_00445_blade_mask.png,blade_ects/synthetic_leaf_00445_blade_ect.png,vein_masks/synthetic_leaf_00445_vein_mask.png,vein_ects/synthetic_leaf_00445_vein_ect.png,combined_viz/synthetic_leaf_00445_combined_blade.png,combined_viz/synthetic_leaf_00445_combined_vein.png,transformed_coords/synthetic_leaf_00445_blade_coords.npy,transformed_coords/synthetic_leaf_00445_vein_coords.npy
synthetic_leaf_00446,wild,True,,456,1216,blade_masks/synthetic_leaf_00446_blade_mask.png,blade_ects/synthetic_leaf_00446_blade_ect.png,vein_masks/synthetic_leaf_00446_vein_mask.png,vein_ects/synthetic_leaf_00446_vein_ect.png,combined_viz/synthetic_leaf_00446_combined_blade.png,combined_viz/synthetic_leaf_00446_combined_vein.png,transformed_coords/synthetic_leaf_00446_blade_coords.npy,transformed_coords/synthetic_leaf_00446_vein_coords.npy
synthetic_leaf_00447,wild,True,,456,1216,blade_masks/synthetic_leaf_00447_blade_mask.png,blade_ects/synthetic_leaf_00447_blade_ect.png,vein_masks/synthetic_leaf_00447_vein_mask.png,vein_ects/synthetic_leaf_00447_vein_ect.png,combined_viz/synthetic_leaf_00447_combined_blade.png,combined_viz/synthetic_leaf_00447_combined_vein.png,transformed_coords/synthetic_leaf_00447_blade_coords.npy,transformed_coords/synthetic_leaf_00447_vein_coords.npy
synthetic_leaf_00448,wild,True,,456,1216,blade_masks/synthetic_leaf_00448_blade_mask.png,blade_ects/synthetic_leaf_00448_blade_ect.png,vein_masks/synthetic_leaf_00448_vein_mask.png,vein_ects/synthetic_leaf_00448_vein_ect.png,combined_viz/synthetic_leaf_00448_combined_blade.png,combined_viz/synthetic_leaf_00448_combined_vein.png,transformed_coords/synthetic_leaf_00448_blade_coords.npy,transformed_coords/synthetic_leaf_00448_vein_coords.npy
synthetic_leaf_00449,wild,True,,456,1216,blade_masks/synthetic_leaf_00449_blade_mask.png,blade_ects/synthetic_leaf_00449_blade_ect.png,vein_masks/synthetic_leaf_00449_vein_mask.png,vein_ects/synthetic_leaf_00449_vein_ect.png,combined_viz/synthetic_leaf_00449_combined_blade.png,combined_viz/synthetic_leaf_00449_combined_vein.png,transformed_coords/synthetic_leaf_00449_blade_coords.npy,transformed_coords/synthetic_leaf_00449_vein_coords.npy
synthetic_leaf_00450,wild,True,,456,1216,blade_masks/synthetic_leaf_00450_blade_mask.png,blade_ects/synthetic_leaf_00450_blade_ect.png,vein_masks/synthetic_leaf_00450_vein_mask.png,vein_ects/synthetic_leaf_00450_vein_ect.png,combined_viz/synthetic_leaf_00450_combined_blade.png,combined_viz/synthetic_leaf_00450_combined_vein.png,transformed_coords/synthetic_leaf_00450_blade_coords.npy,transformed_coords/synthetic_leaf_00450_vein_coords.npy
synthetic_leaf_00451,wild,True,,456,1216,blade_masks/synthetic_leaf_00451_blade_mask.png,blade_ects/synthetic_leaf_00451_blade_ect.png,vein_masks/synthetic_leaf_00451_vein_mask.png,vein_ects/synthetic_leaf_00451_vein_ect.png,combined_viz/synthetic_leaf_00451_combined_blade.png,combined_viz/synthetic_leaf_00451_combined_vein.png,transformed_coords/synthetic_leaf_00451_blade_coords.npy,transformed_coords/synthetic_leaf_00451_vein_coords.npy
synthetic_leaf_00452,wild,True,,456,1216,blade_masks/synthetic_leaf_00452_blade_mask.png,blade_ects/synthetic_leaf_00452_blade_ect.png,vein_masks/synthetic_leaf_00452_vein_mask.png,vein_ects/synthetic_leaf_00452_vein_ect.png,combined_viz/synthetic_leaf_00452_combined_blade.png,combined_viz/synthetic_leaf_00452_combined_vein.png,transformed_coords/synthetic_leaf_00452_blade_coords.npy,transformed_coords/synthetic_leaf_00452_vein_coords.npy
synthetic_leaf_00453,wild,True,,456,1216,blade_masks/synthetic_leaf_00453_blade_mask.png,blade_ects/synthetic_leaf_00453_blade_ect.png,vein_masks/synthetic_leaf_00453_vein_mask.png,vein_ects/synthetic_leaf_00453_vein_ect.png,combined_viz/synthetic_leaf_00453_combined_blade.png,combined_viz/synthetic_leaf_00453_combined_vein.png,transformed_coords/synthetic_leaf_00453_blade_coords.npy,transformed_coords/synthetic_leaf_00453_vein_coords.npy
synthetic_leaf_00454,wild,True,,456,1216,blade_masks/synthetic_leaf_00454_blade_mask.png,blade_ects/synthetic_leaf_00454_blade_ect.png,vein_masks/synthetic_leaf_00454_vein_mask.png,vein_ects/synthetic_leaf_00454_vein_ect.png,combined_viz/synthetic_leaf_00454_combined_blade.png,combined_viz/synthetic_leaf_00454_combined_vein.png,transformed_coords/synthetic_leaf_00454_blade_coords.npy,transformed_coords/synthetic_leaf_00454_vein_coords.npy
synthetic_leaf_00455,wild,True,,456,1216,blade_masks/synthetic_leaf_00455_blade_mask.png,blade_ects/synthetic_leaf_00455_blade_ect.png,vein_masks/synthetic_leaf_00455_vein_mask.png,vein_ects/synthetic_leaf_00455_vein_ect.png,combined_viz/synthetic_leaf_00455_combined_blade.png,combined_viz/synthetic_leaf_00455_combined_vein.png,transformed_coords/synthetic_leaf_00455_blade_coords.npy,transformed_coords/synthetic_leaf_00455_vein_coords.npy
synthetic_leaf_00456,wild,True,,456,1216,blade_masks/synthetic_leaf_00456_blade_mask.png,blade_ects/synthetic_leaf_00456_blade_ect.png,vein_masks/synthetic_leaf_00456_vein_mask.png,vein_ects/synthetic_leaf_00456_vein_ect.png,combined_viz/synthetic_leaf_00456_combined_blade.png,combined_viz/synthetic_leaf_00456_combined_vein.png,transformed_coords/synthetic_leaf_00456_blade_coords.npy,transformed_coords/synthetic_leaf_00456_vein_coords.npy
synthetic_leaf_00457,wild,True,,456,1216,blade_masks/synthetic_leaf_00457_blade_mask.png,blade_ects/synthetic_leaf_00457_blade_ect.png,vein_masks/synthetic_leaf_00457_vein_mask.png,vein_ects/synthetic_leaf_00457_vein_ect.png,combined_viz/synthetic_leaf_00457_combined_blade.png,combined_viz/synthetic_leaf_00457_combined_vein.png,transformed_coords/synthetic_leaf_00457_blade_coords.npy,transformed_coords/synthetic_leaf_00457_vein_coords.npy
synthetic_leaf_00458,wild,True,,456,1216,blade_masks/synthetic_leaf_00458_blade_mask.png,blade_ects/synthetic_leaf_00458_blade_ect.png,vein_masks/synthetic_leaf_00458_vein_mask.png,vein_ects/synthetic_leaf_00458_vein_ect.png,combined_viz/synthetic_leaf_00458_combined_blade.png,combined_viz/synthetic_leaf_00458_combined_vein.png,transformed_coords/synthetic_leaf_00458_blade_coords.npy,transformed_coords/synthetic_leaf_00458_vein_coords.npy
synthetic_leaf_00459,wild,True,,456,1216,blade_masks/synthetic_leaf_00459_blade_mask.png,blade_ects/synthetic_leaf_00459_blade_ect.png,vein_masks/synthetic_leaf_00459_vein_mask.png,vein_ects/synthetic_leaf_00459_vein_ect.png,combined_viz/synthetic_leaf_00459_combined_blade.png,combined_viz/synthetic_leaf_00459_combined_vein.png,transformed_coords/synthetic_leaf_00459_blade_coords.npy,transformed_coords/synthetic_leaf_00459_vein_coords.npy
synthetic_leaf_00460,wild,True,,456,1216,blade_masks/synthetic_leaf_00460_blade_mask.png,blade_ects/synthetic_leaf_00460_blade_ect.png,vein_masks/synthetic_leaf_00460_vein_mask.png,vein_ects/synthetic_leaf_00460_vein_ect.png,combined_viz/synthetic_leaf_00460_combined_blade.png,combined_viz/synthetic_leaf_00460_combined_vein.png,transformed_coords/synthetic_leaf_00460_blade_coords.npy,transformed_coords/synthetic_leaf_00460_vein_coords.npy
synthetic_leaf_00461,wild,True,,456,1216,blade_masks/synthetic_leaf_00461_blade_mask.png,blade_ects/synthetic_leaf_00461_blade_ect.png,vein_masks/synthetic_leaf_00461_vein_mask.png,vein_ects/synthetic_leaf_00461_vein_ect.png,combined_viz/synthetic_leaf_00461_combined_blade.png,combined_viz/synthetic_leaf_00461_combined_vein.png,transformed_coords/synthetic_leaf_00461_blade_coords.npy,transformed_coords/synthetic_leaf_00461_vein_coords.npy
synthetic_leaf_00462,wild,True,,456,1216,blade_masks/synthetic_leaf_00462_blade_mask.png,blade_ects/synthetic_leaf_00462_blade_ect.png,vein_masks/synthetic_leaf_00462_vein_mask.png,vein_ects/synthetic_leaf_00462_vein_ect.png,combined_viz/synthetic_leaf_00462_combined_blade.png,combined_viz/synthetic_leaf_00462_combined_vein.png,transformed_coords/synthetic_leaf_00462_blade_coords.npy,transformed_coords/synthetic_leaf_00462_vein_coords.npy
synthetic_leaf_00463,wild,True,,456,1216,blade_masks/synthetic_leaf_00463_blade_mask.png,blade_ects/synthetic_leaf_00463_blade_ect.png,vein_masks/synthetic_leaf_00463_vein_mask.png,vein_ects/synthetic_leaf_00463_vein_ect.png,combined_viz/synthetic_leaf_00463_combined_blade.png,combined_viz/synthetic_leaf_00463_combined_vein.png,transformed_coords/synthetic_leaf_00463_blade_coords.npy,transformed_coords/synthetic_leaf_00463_vein_coords.npy
synthetic_leaf_00464,wild,True,,456,1216,blade_masks/synthetic_leaf_00464_blade_mask.png,blade_ects/synthetic_leaf_00464_blade_ect.png,vein_masks/synthetic_leaf_00464_vein_mask.png,vein_ects/synthetic_leaf_00464_vein_ect.png,combined_viz/synthetic_leaf_00464_combined_blade.png,combined_viz/synthetic_leaf_00464_combined_vein.png,transformed_coords/synthetic_leaf_00464_blade_coords.npy,transformed_coords/synthetic_leaf_00464_vein_coords.npy
synthetic_leaf_00465,wild,True,,456,1216,blade_masks/synthetic_leaf_00465_blade_mask.png,blade_ects/synthetic_leaf_00465_blade_ect.png,vein_masks/synthetic_leaf_00465_vein_mask.png,vein_ects/synthetic_leaf_00465_vein_ect.png,combined_viz/synthetic_leaf_00465_combined_blade.png,combined_viz/synthetic_leaf_00465_combined_vein.png,transformed_coords/synthetic_leaf_00465_blade_coords.npy,transformed_coords/synthetic_leaf_00465_vein_coords.npy
synthetic_leaf_00466,wild,True,,456,1216,blade_masks/synthetic_leaf_00466_blade_mask.png,blade_ects/synthetic_leaf_00466_blade_ect.png,vein_masks/synthetic_leaf_00466_vein_mask.png,vein_ects/synthetic_leaf_00466_vein_ect.png,combined_viz/synthetic_leaf_00466_combined_blade.png,combined_viz/synthetic_leaf_00466_combined_vein.png,transformed_coords/synthetic_leaf_00466_blade_coords.npy,transformed_coords/synthetic_leaf_00466_vein_coords.npy
synthetic_leaf_00467,wild,True,,456,1216,blade_masks/synthetic_leaf_00467_blade_mask.png,blade_ects/synthetic_leaf_00467_blade_ect.png,vein_masks/synthetic_leaf_00467_vein_mask.png,vein_ects/synthetic_leaf_00467_vein_ect.png,combined_viz/synthetic_leaf_00467_combined_blade.png,combined_viz/synthetic_leaf_00467_combined_vein.png,transformed_coords/synthetic_leaf_00467_blade_coords.npy,transformed_coords/synthetic_leaf_00467_vein_coords.npy
synthetic_leaf_00468,wild,True,,456,1216,blade_masks/synthetic_leaf_00468_blade_mask.png,blade_ects/synthetic_leaf_00468_blade_ect.png,vein_masks/synthetic_leaf_00468_vein_mask.png,vein_ects/synthetic_leaf_00468_vein_ect.png,combined_viz/synthetic_leaf_00468_combined_blade.png,combined_viz/synthetic_leaf_00468_combined_vein.png,transformed_coords/synthetic_leaf_00468_blade_coords.npy,transformed_coords/synthetic_leaf_00468_vein_coords.npy
synthetic_leaf_00469,wild,True,,456,1216,blade_masks/synthetic_leaf_00469_blade_mask.png,blade_ects/synthetic_leaf_00469_blade_ect.png,vein_masks/synthetic_leaf_00469_vein_mask.png,vein_ects/synthetic_leaf_00469_vein_ect.png,combined_viz/synthetic_leaf_00469_combined_blade.png,combined_viz/synthetic_leaf_00469_combined_vein.png,transformed_coords/synthetic_leaf_00469_blade_coords.npy,transformed_coords/synthetic_leaf_00469_vein_coords.npy
synthetic_leaf_00470,wild,True,,456,1216,blade_masks/synthetic_leaf_00470_blade_mask.png,blade_ects/synthetic_leaf_00470_blade_ect.png,vein_masks/synthetic_leaf_00470_vein_mask.png,vein_ects/synthetic_leaf_00470_vein_ect.png,combined_viz/synthetic_leaf_00470_combined_blade.png,combined_viz/synthetic_leaf_00470_combined_vein.png,transformed_coords/synthetic_leaf_00470_blade_coords.npy,transformed_coords/synthetic_leaf_00470_vein_coords.npy
synthetic_leaf_00471,wild,True,,456,1216,blade_masks/synthetic_leaf_00471_blade_mask.png,blade_ects/synthetic_leaf_00471_blade_ect.png,vein_masks/synthetic_leaf_00471_vein_mask.png,vein_ects/synthetic_leaf_00471_vein_ect.png,combined_viz/synthetic_leaf_00471_combined_blade.png,combined_viz/synthetic_leaf_00471_combined_vein.png,transformed_coords/synthetic_leaf_00471_blade_coords.npy,transformed_coords/synthetic_leaf_00471_vein_coords.npy
synthetic_leaf_00472,wild,True,,456,1216,blade_masks/synthetic_leaf_00472_blade_mask.png,blade_ects/synthetic_leaf_00472_blade_ect.png,vein_masks/synthetic_leaf_00472_vein_mask.png,vein_ects/synthetic_leaf_00472_vein_ect.png,combined_viz/synthetic_leaf_00472_combined_blade.png,combined_viz/synthetic_leaf_00472_combined_vein.png,transformed_coords/synthetic_leaf_00472_blade_coords.npy,transformed_coords/synthetic_leaf_00472_vein_coords.npy
synthetic_leaf_00473,wild,True,,456,1216,blade_masks/synthetic_leaf_00473_blade_mask.png,blade_ects/synthetic_leaf_00473_blade_ect.png,vein_masks/synthetic_leaf_00473_vein_mask.png,vein_ects/synthetic_leaf_00473_vein_ect.png,combined_viz/synthetic_leaf_00473_combined_blade.png,combined_viz/synthetic_leaf_00473_combined_vein.png,transformed_coords/synthetic_leaf_00473_blade_coords.npy,transformed_coords/synthetic_leaf_00473_vein_coords.npy
synthetic_leaf_00474,wild,True,,456,1216,blade_masks/synthetic_leaf_00474_blade_mask.png,blade_ects/synthetic_leaf_00474_blade_ect.png,vein_masks/synthetic_leaf_00474_vein_mask.png,vein_ects/synthetic_leaf_00474_vein_ect.png,combined_viz/synthetic_leaf_00474_combined_blade.png,combined_viz/synthetic_leaf_00474_combined_vein.png,transformed_coords/synthetic_leaf_00474_blade_coords.npy,transformed_coords/synthetic_leaf_00474_vein_coords.npy
synthetic_leaf_00475,wild,True,,456,1216,blade_masks/synthetic_leaf_00475_blade_mask.png,blade_ects/synthetic_leaf_00475_blade_ect.png,vein_masks/synthetic_leaf_00475_vein_mask.png,vein_ects/synthetic_leaf_00475_vein_ect.png,combined_viz/synthetic_leaf_00475_combined_blade.png,combined_viz/synthetic_leaf_00475_combined_vein.png,transformed_coords/synthetic_leaf_00475_blade_coords.npy,transformed_coords/synthetic_leaf_00475_vein_coords.npy
synthetic_leaf_00476,wild,True,,456,1216,blade_masks/synthetic_leaf_00476_blade_mask.png,blade_ects/synthetic_leaf_00476_blade_ect.png,vein_masks/synthetic_leaf_00476_vein_mask.png,vein_ects/synthetic_leaf_00476_vein_ect.png,combined_viz/synthetic_leaf_00476_combined_blade.png,combined_viz/synthetic_leaf_00476_combined_vein.png,transformed_coords/synthetic_leaf_00476_blade_coords.npy,transformed_coords/synthetic_leaf_00476_vein_coords.npy
synthetic_leaf_00477,wild,True,,456,1216,blade_masks/synthetic_leaf_00477_blade_mask.png,blade_ects/synthetic_leaf_00477_blade_ect.png,vein_masks/synthetic_leaf_00477_vein_mask.png,vein_ects/synthetic_leaf_00477_vein_ect.png,combined_viz/synthetic_leaf_00477_combined_blade.png,combined_viz/synthetic_leaf_00477_combined_vein.png,transformed_coords/synthetic_leaf_00477_blade_coords.npy,transformed_coords/synthetic_leaf_00477_vein_coords.npy
synthetic_leaf_00478,wild,True,,456,1216,blade_masks/synthetic_leaf_00478_blade_mask.png,blade_ects/synthetic_leaf_00478_blade_ect.png,vein_masks/synthetic_leaf_00478_vein_mask.png,vein_ects/synthetic_leaf_00478_vein_ect.png,combined_viz/synthetic_leaf_00478_combined_blade.png,combined_viz/synthetic_leaf_00478_combined_vein.png,transformed_coords/synthetic_leaf_00478_blade_coords.npy,transformed_coords/synthetic_leaf_00478_vein_coords.npy
synthetic_leaf_00479,wild,True,,456,1216,blade_masks/synthetic_leaf_00479_blade_mask.png,blade_ects/synthetic_leaf_00479_blade_ect.png,vein_masks/synthetic_leaf_00479_vein_mask.png,vein_ects/synthetic_leaf_00479_vein_ect.png,combined_viz/synthetic_leaf_00479_combined_blade.png,combined_viz/synthetic_leaf_00479_combined_vein.png,transformed_coords/synthetic_leaf_00479_blade_coords.npy,transformed_coords/synthetic_leaf_00479_vein_coords.npy
synthetic_leaf_00480,wild,True,,456,1216,blade_masks/synthetic_leaf_00480_blade_mask.png,blade_ects/synthetic_leaf_00480_blade_ect.png,vein_masks/synthetic_leaf_00480_vein_mask.png,vein_ects/synthetic_leaf_00480_vein_ect.png,combined_viz/synthetic_leaf_00480_combined_blade.png,combined_viz/synthetic_leaf_00480_combined_vein.png,transformed_coords/synthetic_leaf_00480_blade_coords.npy,transformed_coords/synthetic_leaf_00480_vein_coords.npy
synthetic_leaf_00481,wild,True,,456,1216,blade_masks/synthetic_leaf_00481_blade_mask.png,blade_ects/synthetic_leaf_00481_blade_ect.png,vein_masks/synthetic_leaf_00481_vein_mask.png,vein_ects/synthetic_leaf_00481_vein_ect.png,combined_viz/synthetic_leaf_00481_combined_blade.png,combined_viz/synthetic_leaf_00481_combined_vein.png,transformed_coords/synthetic_leaf_00481_blade_coords.npy,transformed_coords/synthetic_leaf_00481_vein_coords.npy
synthetic_leaf_00482,wild,True,,456,1216,blade_masks/synthetic_leaf_00482_blade_mask.png,blade_ects/synthetic_leaf_00482_blade_ect.png,vein_masks/synthetic_leaf_00482_vein_mask.png,vein_ects/synthetic_leaf_00482_vein_ect.png,combined_viz/synthetic_leaf_00482_combined_blade.png,combined_viz/synthetic_leaf_00482_combined_vein.png,transformed_coords/synthetic_leaf_00482_blade_coords.npy,transformed_coords/synthetic_leaf_00482_vein_coords.npy
synthetic_leaf_00483,wild,True,,456,1216,blade_masks/synthetic_leaf_00483_blade_mask.png,blade_ects/synthetic_leaf_00483_blade_ect.png,vein_masks/synthetic_leaf_00483_vein_mask.png,vein_ects/synthetic_leaf_00483_vein_ect.png,combined_viz/synthetic_leaf_00483_combined_blade.png,combined_viz/synthetic_leaf_00483_combined_vein.png,transformed_coords/synthetic_leaf_00483_blade_coords.npy,transformed_coords/synthetic_leaf_00483_vein_coords.npy
synthetic_leaf_00484,wild,True,,456,1216,blade_masks/synthetic_leaf_00484_blade_mask.png,blade_ects/synthetic_leaf_00484_blade_ect.png,vein_masks/synthetic_leaf_00484_vein_mask.png,vein_ects/synthetic_leaf_00484_vein_ect.png,combined_viz/synthetic_leaf_00484_combined_blade.png,combined_viz/synthetic_leaf_00484_combined_vein.png,transformed_coords/synthetic_leaf_00484_blade_coords.npy,transformed_coords/synthetic_leaf_00484_vein_coords.npy
synthetic_leaf_00485,wild,True,,456,1216,blade_masks/synthetic_leaf_00485_blade_mask.png,blade_ects/synthetic_leaf_00485_blade_ect.png,vein_masks/synthetic_leaf_00485_vein_mask.png,vein_ects/synthetic_leaf_00485_vein_ect.png,combined_viz/synthetic_leaf_00485_combined_blade.png,combined_viz/synthetic_leaf_00485_combined_vein.png,transformed_coords/synthetic_leaf_00485_blade_coords.npy,transformed_coords/synthetic_leaf_00485_vein_coords.npy
synthetic_leaf_00486,wild,True,,456,1216,blade_masks/synthetic_leaf_00486_blade_mask.png,blade_ects/synthetic_leaf_00486_blade_ect.png,vein_masks/synthetic_leaf_00486_vein_mask.png,vein_ects/synthetic_leaf_00486_vein_ect.png,combined_viz/synthetic_leaf_00486_combined_blade.png,combined_viz/synthetic_leaf_00486_combined_vein.png,transformed_coords/synthetic_leaf_00486_blade_coords.npy,transformed_coords/synthetic_leaf_00486_vein_coords.npy
synthetic_leaf_00487,wild,True,,456,1216,blade_masks/synthetic_leaf_00487_blade_mask.png,blade_ects/synthetic_leaf_00487_blade_ect.png,vein_masks/synthetic_leaf_00487_vein_mask.png,vein_ects/synthetic_leaf_00487_vein_ect.png,combined_viz/synthetic_leaf_00487_combined_blade.png,combined_viz/synthetic_leaf_00487_combined_vein.png,transformed_coords/synthetic_leaf_00487_blade_coords.npy,transformed_coords/synthetic_leaf_00487_vein_coords.npy
synthetic_leaf_00488,wild,True,,456,1216,blade_masks/synthetic_leaf_00488_blade_mask.png,blade_ects/synthetic_leaf_00488_blade_ect.png,vein_masks/synthetic_leaf_00488_vein_mask.png,vein_ects/synthetic_leaf_00488_vein_ect.png,combined_viz/synthetic_leaf_00488_combined_blade.png,combined_viz/synthetic_leaf_00488_combined_vein.png,transformed_coords/synthetic_leaf_00488_blade_coords.npy,transformed_coords/synthetic_leaf_00488_vein_coords.npy
synthetic_leaf_00489,wild,True,,456,1216,blade_masks/synthetic_leaf_00489_blade_mask.png,blade_ects/synthetic_leaf_00489_blade_ect.png,vein_masks/synthetic_leaf_00489_vein_mask.png,vein_ects/synthetic_leaf_00489_vein_ect.png,combined_viz/synthetic_leaf_00489_combined_blade.png,combined_viz/synthetic_leaf_00489_combined_vein.png,transformed_coords/synthetic_leaf_00489_blade_coords.npy,transformed_coords/synthetic_leaf_00489_vein_coords.npy
synthetic_leaf_00490,wild,True,,456,1216,blade_masks/synthetic_leaf_00490_blade_mask.png,blade_ects/synthetic_leaf_00490_blade_ect.png,vein_masks/synthetic_leaf_00490_vein_mask.png,vein_ects/synthetic_leaf_00490_vein_ect.png,combined_viz/synthetic_leaf_00490_combined_blade.png,combined_viz/synthetic_leaf_00490_combined_vein.png,transformed_coords/synthetic_leaf_00490_blade_coords.npy,transformed_coords/synthetic_leaf_00490_vein_coords.npy
synthetic_leaf_00491,wild,True,,456,1216,blade_masks/synthetic_leaf_00491_blade_mask.png,blade_ects/synthetic_leaf_00491_blade_ect.png,vein_masks/synthetic_leaf_00491_vein_mask.png,vein_ects/synthetic_leaf_00491_vein_ect.png,combined_viz/synthetic_leaf_00491_combined_blade.png,combined_viz/synthetic_leaf_00491_combined_vein.png,transformed_coords/synthetic_leaf_00491_blade_coords.npy,transformed_coords/synthetic_leaf_00491_vein_coords.npy
synthetic_leaf_00492,wild,True,,456,1216,blade_masks/synthetic_leaf_00492_blade_mask.png,blade_ects/synthetic_leaf_00492_blade_ect.png,vein_masks/synthetic_leaf_00492_vein_mask.png,vein_ects/synthetic_leaf_00492_vein_ect.png,combined_viz/synthetic_leaf_00492_combined_blade.png,combined_viz/synthetic_leaf_00492_combined_vein.png,transformed_coords/synthetic_leaf_00492_blade_coords.npy,transformed_coords/synthetic_leaf_00492_vein_coords.npy
synthetic_leaf_00493,wild,True,,456,1216,blade_masks/synthetic_leaf_00493_blade_mask.png,blade_ects/synthetic_leaf_00493_blade_ect.png,vein_masks/synthetic_leaf_00493_vein_mask.png,vein_ects/synthetic_leaf_00493_vein_ect.png,combined_viz/synthetic_leaf_00493_combined_blade.png,combined_viz/synthetic_leaf_00493_combined_vein.png,transformed_coords/synthetic_leaf_00493_blade_coords.npy,transformed_coords/synthetic_leaf_00493_vein_coords.npy
synthetic_leaf_00494,wild,True,,456,1216,blade_masks/synthetic_leaf_00494_blade_mask.png,blade_ects/synthetic_leaf_00494_blade_ect.png,vein_masks/synthetic_leaf_00494_vein_mask.png,vein_ects/synthetic_leaf_00494_vein_ect.png,combined_viz/synthetic_leaf_00494_combined_blade.png,combined_viz/synthetic_leaf_00494_combined_vein.png,transformed_coords/synthetic_leaf_00494_blade_coords.npy,transformed_coords/synthetic_leaf_00494_vein_coords.npy
synthetic_leaf_00495,wild,True,,456,1216,blade_masks/synthetic_leaf_00495_blade_mask.png,blade_ects/synthetic_leaf_00495_blade_ect.png,vein_masks/synthetic_leaf_00495_vein_mask.png,vein_ects/synthetic_leaf_00495_vein_ect.png,combined_viz/synthetic_leaf_00495_combined_blade.png,combined_viz/synthetic_leaf_00495_combined_vein.png,transformed_coords/synthetic_leaf_00495_blade_coords.npy,transformed_coords/synthetic_leaf_00495_vein_coords.npy
synthetic_leaf_00496,wild,True,,456,1216,blade_masks/synthetic_leaf_00496_blade_mask.png,blade_ects/synthetic_leaf_00496_blade_ect.png,vein_masks/synthetic_leaf_00496_vein_mask.png,vein_ects/synthetic_leaf_00496_vein_ect.png,combined_viz/synthetic_leaf_00496_combined_blade.png,combined_viz/synthetic_leaf_00496_combined_vein.png,transformed_coords/synthetic_leaf_00496_blade_coords.npy,transformed_coords/synthetic_leaf_00496_vein_coords.npy
synthetic_leaf_00497,wild,True,,456,1216,blade_masks/synthetic_leaf_00497_blade_mask.png,blade_ects/synthetic_leaf_00497_blade_ect.png,vein_masks/synthetic_leaf_00497_vein_mask.png,vein_ects/synthetic_leaf_00497_vein_ect.png,combined_viz/synthetic_leaf_00497_combined_blade.png,combined_viz/synthetic_leaf_00497_combined_vein.png,transformed_coords/synthetic_leaf_00497_blade_coords.npy,transformed_coords/synthetic_leaf_00497_vein_coords.npy
synthetic_leaf_00498,wild,True,,456,1216,blade_masks/synthetic_leaf_00498_blade_mask.png,blade_ects/synthetic_leaf_00498_blade_ect.png,vein_masks/synthetic_leaf_00498_vein_mask.png,vein_ects/synthetic_leaf_00498_vein_ect.png,combined_viz/synthetic_leaf_00498_combined_blade.png,combined_viz/synthetic_leaf_00498_combined_vein.png,transformed_coords/synthetic_leaf_00498_blade_coords.npy,transformed_coords/synthetic_leaf_00498_vein_coords.npy
synthetic_leaf_00499,wild,True,,456,1216,blade_masks/synthetic_leaf_00499_blade_mask.png,blade_ects/synthetic_leaf_00499_blade_ect.png,vein_masks/synthetic_leaf_00499_vein_mask.png,vein_ects/synthetic_leaf_00499_vein_ect.png,combined_viz/synthetic_leaf_00499_combined_blade.png,combined_viz/synthetic_leaf_00499_combined_vein.png,transformed_coords/synthetic_leaf_00499_blade_coords.npy,transformed_coords/synthetic_leaf_00499_vein_coords.npy
synthetic_leaf_00500,wild,True,,456,1216,blade_masks/synthetic_leaf_00500_blade_mask.png,blade_ects/synthetic_leaf_00500_blade_ect.png,vein_masks/synthetic_leaf_00500_vein_mask.png,vein_ects/synthetic_leaf_00500_vein_ect.png,combined_viz/synthetic_leaf_00500_combined_blade.png,combined_viz/synthetic_leaf_00500_combined_vein.png,transformed_coords/synthetic_leaf_00500_blade_coords.npy,transformed_coords/synthetic_leaf_00500_vein_coords.npy
